Brewery_Name,Overall_review,Aroma_review,Appearance_review,Beer_type,Review_taste,Beer_name,Beer_abv
Blue Pants Brewery LLC,4,4.5,4.5,American Double / Imperial Stout,4,Pinstripe Stout,8
Sonoma Springs Brewing Co.,4,4,2,American Black Ale,3.5,Enchanted Forest,5.7
Water Street Brewing & Ale House,4,4,4,American Double / Imperial IPA,4.5,Balls To The Wallerman,
Coopersmith's Pub & Brewing,4,4,4,Flanders Red Ale,4,Flander's Red,6.2
Coopersmith's Pub & Brewing,4,4,4,American Double / Imperial IPA,4.5,Doppel Jabi,11
Evil Twin Brewing,4,3.5,4,American Double / Imperial Stout,4,Evil Twin Christmas Eve At A New York City Hotel Room (2011),10
Evil Twin Brewing,4,4,4.5,American Double / Imperial Stout,4,Evil Twin Been Smoking Too Long,8.9
Evil Twin Brewing,4,4,4,American Double / Imperial Stout,4,Evil Twin Liquid Dookie,10.4
Evil Twin Brewing,4,4,4,American Double / Imperial Stout,4,Evil Twin Soft Dookie,10.4
Evil Twin Brewing,4,4,3,American Double / Imperial IPA,4,Evil Twin Molotov Cocktail,13
Keuka Brewing Company,4.5,4.5,4.5,American Barleywine,5,Old Urbana Barleywine Ale,
Micro Cervejaria Bamberg,4,4.5,3.5,American Barleywine,4,Biertruppe Vintage,9
McCall Brewing Company,4,4,4,American Double / Imperial Stout,4,Black Diamond Oatmeal Stout,7.3
McAuslan Brewing,4.5,4,4.5,Russian Imperial Stout,4.5,St-Ambroise Stout Impériale Russe,9.1
Stillwater Artisanal Ales,4.5,4.5,4,Flanders Red Ale,4.5,Red 33,
Stillwater Artisanal Ales,4,4,4,American Double / Imperial Stout,3.5,"""Requisite"" Imperialistic Stout",9
Granite Brewery & Restaurant,4,3.5,4.5,American Black Ale,4,Darkside,6.75
Black Raven Brewing Co.,5,5,4.5,American Barleywine,5,Old Birdbrain,
Black Raven Brewing Co.,4.5,4.5,4.5,Russian Imperial Stout,5,Grandfather Raven,
Black Raven Brewing Co.,4.5,5,4.5,American Double / Imperial Stout,4.5,Black Raven IV Imperial Rye Stout - Malt & Vine 4th Anniversary,8.5
Browar Fortuna,4,4.5,2.5,Baltic Porter,4,Fortuna Komes Porter,9
Brasserie de la Senne,4.5,4,4.5,American Wild Ale,4.5,Zwarte Piet,5
Brasserie de la Senne,4.5,4,4.5,Lambic - Unblended,4.5,Crianza,7
Hawks Brewing,4.5,4.5,4.5,American Barleywine,4.5,Sweet Amber Ale,9.9
Hawks Brewing,4.5,4.5,4,Russian Imperial Stout,3.5,Hawks D.M.s Imperial Stout,9.9
Hawks Brewing,4.5,4,3.5,Baltic Porter,4,Super Natural Porter,6
Suomenlinnan Panimo Sveaborgs Bryggeri,4.5,4,4,Baltic Porter,4.5,Helsinki Portteri,5.6
Oakshire Brewing,4,4,3,American Wild Ale,4.5,Inception Ale,6
Oakshire Brewing,4,4.5,4,American Double / Imperial Stout,4,Hellshire II,10.5
Oakshire Brewing,4,4,3.5,American Double / Imperial IPA,4.5,Glen's Hop Vice Imperial IPA,9.1
Oakshire Brewing,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Imperial Overcast Espresso Stout,8.7
Broadway Pub,4,4.5,4,American Double / Imperial Stout,4.5,Sherlock Holmes,
Broadway Pub,4,4,4,Quadrupel (Quad),4.5,Le Don Juan,9
Four Peaks Brewing Company,4,4,3.5,Baltic Porter,4,Winter Wobbler 2010,7.7
Blue Cat Brew Pub,4.5,4,4.5,American Double / Imperial IPA,4.5,Howling Man Imperial Pale Ale,9
Blue Cat Brew Pub,4,3.5,4,Russian Imperial Stout,3.5,Bowfish Imperial Stout,7.5
Asahi Breweries Ltd,4,4,4.5,Foreign / Export Stout,3.5,Asahi Stout,8
Asahi Breweries Ltd,4.5,4,3.5,Foreign / Export Stout,4.5,Asahi English Type Dark,8
Duggan's Brewery,4.5,4,4,American Double / Imperial IPA,4.5,Mike Duggan #99 (#18) Double IPA,7.2
Belmont Brewing Company,4,4,3.5,Baltic Porter,4,Long Beach Crude,6.5
BrewPub København,5,5,4.5,American Double / Imperial IPA,5,Geronimo IPA,7
BrewPub København,4,4,4,Russian Imperial Stout,4,Coltrane Imperial Stout,8.2
Jergensen`s Brewery,4,3.5,3.5,Baltic Porter,4,Jurgy's Odessa  Baltic Porter,
Brouwerij Verhaeghe,5,4.5,4.5,Flanders Red Ale,5,Duchesse De Bourgogne,6
Cigar City Brewing,4,4.5,4,Russian Imperial Stout,4,Marshal Zhukov's Imperial Stout,11.5
Hacker-Pschorr Bräu GmbH,4,4.5,4,Weizenbock,4,Hacker-Pschorr Weisse Bock,7.2
Paddock Wood Brewing Co.,4.5,4,3.5,American Double / Imperial IPA,4,Ragnarok,8.5
Steamworks Brewing Co.,4,4,3.5,American Double / Imperial IPA,4,Conductor Imperial India Pale Ale,8.5
Steamworks Brewing Co.,4,3.5,4.5,American Wild Ale,4,Ned's Red,
Brouwerij Verhaeghe,4.5,4.5,4,Flanders Red Ale,4,Vichtenaar,5.1
SweetWater Brewing Company,4.5,4,4.5,American Black Ale,4,Sweetwater Dank Tank Ghoulash,8.5
SweetWater Brewing Company,4,4,4,American Barleywine,4,Sweetwater Dank Tank DP Barleywine Ale,10.2
SweetWater Brewing Company,4,4,3,American Double / Imperial Stout,4,Sweetwater Swiss Miss Stout,10
Port Brewing Company / Pizza Port,4,4.5,4,American Double / Imperial IPA,4,Doheny Double IPA,8
SweetWater Brewing Company,4,4.5,4,American Barleywine,4.5,Sweetwater Jack Ass,11
SweetWater Brewing Company,4.5,4.5,3.5,American Double / Imperial IPA,4.5,The Grapes Of Cask,
SweetWater Brewing Company,4,4,3.5,American Wild Ale,4,Sweetwater Sour Puss,
SweetWater Brewing Company,4.5,4.5,4,American Double / Imperial IPA,4.5,"Sweetwater Double IPA, French Oaked (Bordeaux)",9
Port Brewing Company / Pizza Port,4,3,3.5,Russian Imperial Stout,4,Santa's Little Helper,10
SweetWater Brewing Company,4.5,4.5,4.5,American Double / Imperial IPA,4.5,Sweetwater Fly By Night,8
Brouwerij Verhaeghe,4,4.5,4,Flanders Red Ale,4,Verhaeghe Echte Kriek / Echte Kriekenbier,6.8
SweetWater Brewing Company,4,4,4,American Double / Imperial IPA,4,Sweetwater Dank Tank Border Hopper,8.6
SweetWater Brewing Company,4,4,4.5,Quadrupel (Quad),4,Sweetwater Dank Tank BSP Quad Ale,11
SweetWater Brewing Company,4,4.5,3.5,American Barleywine,4.5,Sweetwater Donkey Punch,10
SweetWater Brewing Company,4,4.5,4,Quadrupel (Quad),4,Sweetwater Dank Tank BSP Coffee Quad Ale,11
SweetWater Brewing Company,4,4,4,American Double / Imperial IPA,4,Sweetwater Double IPA,
Original Gravity Brewing Company,4,3.5,4,American Black Ale,4,Train Jumper Black IPA,6.5
Southern Tier Brewing Company,4,4,4,American Double / Imperial IPA,4.5,2XIPA,8.2
River Horse Brewing Co.,4,3.5,4,Weizenbock,4,Honey Weizen Bock,8
Capitol City Brewing Company,5,4.5,4,Baltic Porter,4.5,Prohibition Porter,6
Capitol City Brewing Company,4,4,4,Russian Imperial Stout,4,Fuel,8.5
Capitol City Brewing Company,4,4.5,4,American Barleywine,4.5,Slobberknocker,11.5
To Øl,4,4,4.5,American Double / Imperial IPA,4,Overall IIPA,10.5
To Øl,4.5,4,4,American Double / Imperial IPA,4.5,Final Frontier IIPA,9
Loup Rouge,4.5,4,4,Belgian IPA,4.5,Phare De L'ille,6
Bristol Brewing Company,4,4,4,American Wild Ale,4,Harvest Ale Cuvee Speciale',11
Bristol Brewing Company,5,4,4,American Double / Imperial IPA,4.5,New World IPA,10.3
Bristol Brewing Company,4.5,4.5,4.5,American Wild Ale,4.5,Skull & Bones Cuvee Speciale',6
Bristol Brewing Company,4,4,4,Eisbock,4,Skull And Bones Eisbock,10.5
Bristol Brewing Company,5,4,4.5,American Wild Ale,4,Skull & Bones Special Strong Dark,
Bristol Brewing Company,5,5,4.5,American Wild Ale,4.5,Skull And Bones Foxy,
Bristol Brewing Company,4,4,4,American Wild Ale,4,Skull & Bones Sour Wheat,4.5
Bristol Brewing Company,4,4,4,Eisbock,4,Warning Sign Eisbock,10.5
Bristol Brewing Company,4,4,4.5,American Double / Imperial Stout,4.5,XXX Warlock Double Imperial Stout,18.4
Bristol Brewing Company,4,3.5,4,American Wild Ale,3.5,Skull & Bones Pale Ale,
Brasserie De La Chapelle,4,4,3.5,American Barleywine,4,11 Siècles De Normandie,11
Black Star Co-op Pub & Brewery,4,4,4,American Wild Ale,4,Able,4.9
Black Star Co-op Pub & Brewery,4,4,3,American Wild Ale,3.5,Waterloo,3.4
Joseph James Brewing Inc.,4,3.5,4,American Double / Imperial Stout,4,Russian Imperial Stout (Bourbon Barrel-Aged),9.5
Joseph James Brewing Inc.,4,4,4,Russian Imperial Stout,3.5,Red Fox,9
Port Brewing Company / Pizza Port,4.5,4.5,4,American Double / Imperial IPA,3.5,2nd Anniversary Double IPA,9.5
North Sound Brewing Company,4,3.5,4,American Double / Imperial IPA,4,To Hell In A Hop Basket,10.7
Port Brewing Company / Pizza Port,4,3.5,4,American Barleywine,4.5,Hops On Rye,9
Port Brewing Company / Pizza Port,4.5,4,4,Belgian IPA,4.5,Bizon IPA,
Port Brewing Company / Pizza Port,4,3.5,4,Foreign / Export Stout,4,Port Truck Stout,4.5
Port Brewing Company / Pizza Port,5,4,4,American Double / Imperial IPA,5,3rd Anniversary Double IPA,10
Port Brewing Company / Pizza Port,4,4,4,American Black Ale,4,Warrior Black IPA,
Port Brewing Company / Pizza Port,4.5,4.5,3,American Double / Imperial Stout,4.5,Santa's Little Helper - Bourbon Barrel Aged,10
Cigar City Brewing,4.5,4.5,4,American Wild Ale,4.5,Grandma's Funky Sour Berry,
Port Brewing Company / Pizza Port,4.5,4.5,4.5,Baltic Porter,4,Ruby Black,9.5
Port Brewing Company / Pizza Port,4,3,4.5,Russian Imperial Stout,5,InFamous,10
Port Brewing Company / Pizza Port,4,4.5,4.5,American Double / Imperial IPA,4.5,5th Anniversary,10
Port Brewing Company / Pizza Port,4.5,4.5,4.5,American Double / Imperial IPA,5,Nickel Bag - O'Brien's 17th Anniversary,10
Port Brewing Company / Pizza Port,4,4,4,American Double / Imperial IPA,4,Poor Man's Double IPA,9
Port Brewing Company / Pizza Port,4.5,4,3.5,Weizenbock,4,None The Weisser,8.3
Port Brewing Company / Pizza Port,4.5,4.5,4.5,American Double / Imperial IPA,4.5,Nickel Bag Double IPA,
Port Brewing Company / Pizza Port,4,3,4,American Barleywine,4,Boneyard Barleywine,
Port Brewing Company / Pizza Port,5,5,4.5,American Double / Imperial IPA,4.5,Cho-Saiko,9.5
Port Brewing Company / Pizza Port,4,4,3.5,American Barleywine,4,Bombshell Barleywine,10.2
Port Brewing Company / Pizza Port,4,4.5,4.5,American Double / Imperial IPA,4,Mongo,8.5
Port Brewing Company / Pizza Port,4.5,4,4,American Double / Imperial IPA,4,Welcome Back Wipeout,8.4
Port Brewing Company / Pizza Port,4,3.5,4,Baltic Porter,3.5,Pier Rat Porter,
Port Brewing Company / Pizza Port,5,5,4,Weizenbock,4.5,Smokey The Rye Beer,7.5
Port Brewing Company / Pizza Port,5,5,4.5,American Wild Ale,5,Brouwers Imagination Series #2 Strong Sour,9.5
Port Brewing Company / Pizza Port,4,3.5,4,Russian Imperial Stout,4,Tovarish Imperial Espresso Stout,11
Port Brewing Company / Pizza Port,4.5,4.5,4,American Wild Ale,4.5,Le Woody Brune,
Port Brewing Company / Pizza Port,4.5,4,4,American Double / Imperial Stout,4.5,Night Rider - Bourbon Barrel Aged,10
Port Brewing Company / Pizza Port,5,5,4.5,American Wild Ale,5,Funky Barrel,
Port Brewing Company / Pizza Port,4,4.5,4,American Double / Imperial Stout,4.5,InFamous - Bourbon Barrel Aged,10
Port Brewing Company / Pizza Port,4,4.5,4,American Double / Imperial IPA,4.5,Mango Mongo,10
Port Brewing Company / Pizza Port,4.5,4,4.5,Russian Imperial Stout,4.5,Red Square Imperial Stout,10.2
Port Brewing Company / Pizza Port,4.5,4,4,American Double / Imperial IPA,4.5,Lou P Lin IPA,9
Port Brewing Company / Pizza Port,4,3.5,3.5,American Barleywine,4,Old Man's Barleywine,11.5
Port Brewing Company / Pizza Port,4.5,4.5,4,American Wild Ale,4.5,Mo' Betta Bretta,6.3
Port Brewing Company / Pizza Port,4,4,4,Foreign / Export Stout,4.5,Barrel Aged Stunna Shade Stout,8
Port Brewing Company / Pizza Port,4.5,4,3,American Double / Imperial IPA,4,Frank Double IPA,8.1
Port Brewing Company / Pizza Port,4.5,4.5,4.5,American Double / Imperial IPA,4.5,Iced Frank,14
Port Brewing Company / Pizza Port,4,4.5,4,Belgian IPA,4,Trigger Hoppy,7.4
Port Brewing Company / Pizza Port,4,4,4,American Wild Ale,4,Synergy,6.7
Port Brewing Company / Pizza Port,4.5,4,4.5,American Double / Imperial Stout,4.5,Infamous W/ Chocolate,
Port Brewing Company / Pizza Port,4.5,4.5,4.5,American Double / Imperial IPA,4.5,Booya Steez,9.2
Port Brewing Company / Pizza Port,4,4.5,3.5,American Barleywine,4.5,Farley,13
Port Brewing Company / Pizza Port,4.5,4.5,4.5,American Double / Imperial IPA,4.5,The Wife's Still Away Imperial IPA,8
Port Brewing Company / Pizza Port,4.5,4,4.5,American Black Ale,4.5,Tarantulas 2.0,
Southern Tier Brewing Company,4,4.5,4,American Double / Imperial IPA,4.5,Oak Aged Unearthly (Imperial India Pale Ale),11
Port Brewing Company / Pizza Port,4.5,4.5,4,American Wild Ale,4.5,Anti Ox,6
Port Brewing Company / Pizza Port,4,4.5,4,American Double / Imperial IPA,4,Poor Man's Double IPA W/Pineapple,9
Southern Tier Brewing Company,4,4,4.5,American Barleywine,4,Backburner (Imperial Barley Wine Style Ale),9.6
Cigar City Brewing,4,4.5,4,Russian Imperial Stout,4.5,110K+OT Batch #2 - I.R.I.S. - Barrel Aged,11.5
Port Brewing Company / Pizza Port,4.5,3.5,4,Quadrupel (Quad),4.5,The Mother Of All Beers (Quadrupel),10
Port Brewing Company / Pizza Port,5,4,5,Eisbock,5,Broken Keg Eisbock,15
Port Brewing Company / Pizza Port,4,4,4,American Double / Imperial IPA,3.5,Hop Suey,11
Port Brewing Company / Pizza Port,4.5,4.5,4,American Barleywine,4.5,Fool's Gold Barleywine,11
Port Brewing Company / Pizza Port,4,3.5,4,American Double / Imperial IPA,3.5,Noserider Double IPA,
Port Brewing Company / Pizza Port,4.5,4,4.5,American Double / Imperial IPA,4.5,Achievement Beyond Life's Experiences (A.B.L.E.) (Pizza Port Solana Beach),8.5
Port Brewing Company / Pizza Port,4.5,4,4,American Double / Imperial IPA,4.5,Guru Double IPA,
Port Brewing Company / Pizza Port,4,4,4.5,Russian Imperial Stout,4,Sticky Stout,8
Port Brewing Company / Pizza Port,4.5,4.5,4,American Double / Imperial Stout,4.5,Churchill's Finest Hour 2011,11
Port Brewing Company / Pizza Port,4.5,4,4,American Double / Imperial Stout,4.5,Quinceanera,10
Port Brewing Company / Pizza Port,4.5,4,4,American Black Ale,4.5,Black Lie 7th Anniversary Liar's Club Dark IPA,8
Port Brewing Company / Pizza Port,4,4,4,American Double / Imperial Stout,4,Achievement Beyond Life's Experiences (A.B.L.E.) (Pizza Port Ocean Beach),8.2
Port Brewing Company / Pizza Port,4,4,4,Belgian IPA,4,Big Wednesday Belgian IPA,
Port Brewing Company / Pizza Port,4,3.5,4,Weizenbock,4,Hasselhoff,
Port Brewing Company / Pizza Port,4,5,4.5,Russian Imperial Stout,4.5,BlackBall Port Wine,10
Port Brewing Company / Pizza Port,4.5,4,4.5,American Double / Imperial Stout,4.5,Night Rider,10
Brauerei Hofstetten Krammer GmbH & Co. KG,4,3.5,3.5,Eisbock,4,Granitbock Ice,11.5
Big City Brewing CO LTD,4,3.5,3.5,Foreign / Export Stout,4,Jamaica Stout,7.6
Cigar City Brewing,5,4.5,4,American Wild Ale,4.5,Jolly Guava,8
Cigar City Brewing,5,4.5,4,American Barleywine,4.5,Lil' Warmer,9.4
Cigar City Brewing,4,4.5,4,Russian Imperial Stout,4.5,110K+OT Batch #2 - I.R.I.S.,11.5
Cigar City Brewing,5,5,4.5,Russian Imperial Stout,5,Marshal Zhukov's Imperial Stout - Zhukov's Final Push,11.5
Cigar City Brewing,4,4,5,American Black Ale,4,Either,11.2
Cigar City Brewing,4.5,4,4,American Double / Imperial IPA,4,Where's My Lips?,
Cigar City Brewing,4.5,4.5,4.5,Russian Imperial Stout,4,Death Metal Rye Stout,12
Cigar City Brewing,4,4,3.5,Belgian IPA,4.5,Coaster's Belgian India Pale Ale,6.25
Cigar City Brewing,5,4.5,4,American Wild Ale,4.5,Guava Grove - Wild,8
Cigar City Brewing,4.5,4.5,4,Russian Imperial Stout,4.5,Marshal Zhukov's Imperial Stout - Cedar Aged (Humidor Series),11.5
Cigar City Brewing,4.5,4,4.5,American Double / Imperial Stout,4.5,Hunahpu's Imperial Stout - Virgin Oak Barrel Aged,11.5
Cigar City Brewing,5,5,4.5,Russian Imperial Stout,4.5,Marshal Zhukov's Imperial Stout - Brandy Barrel Aged,11.5
Cigar City Brewing,5,4,4.5,Russian Imperial Stout,4.5,Marshal Zhukov's Imperial Stout - Palm Ridge Reserve Whiskey Barrel Aged,11.5
Cigar City Brewing,4,4,4,American Barleywine,4.5,The Creeping Terror,10
Cigar City Brewing,4,4.5,5,American Double / Imperial Stout,4,Hunahpu's Imperial Stout - Laird's Apple Brandy Barrel,11.5
Cigar City Brewing,4,4.5,4,American Double / Imperial Stout,4.5,First Account Stout,10.5
Cigar City Brewing,4,3.5,4,American Double / Imperial Stout,4,Hunahpu's Imperial Stout,11.5
Cigar City Brewing,4,4,3.5,American Double / Imperial Stout,4.5,Marshal Zhukov's Imperial Stout - Double Barrel Aged,11.5
Cigar City Brewing,4.5,4.5,4,American Double / Imperial Stout,4.5,Hunahpu's Imperial Stout - Whiskey Barrel Aged,11.5
Cigar City Brewing,5,5,4.5,American Double / Imperial Stout,5,Dirac,10
Cigar City Brewing,4,4,4.5,Baltic Porter,4,Puppy's Breath Porter,8
Cigar City Brewing,4,4.5,4,Russian Imperial Stout,4.5,Hopped Up Johnnie,11.5
Cigar City Brewing,4.5,4.5,4.5,Russian Imperial Stout,4.5,Marshal Zhukov's Imperial Stout - Bourbon Barrel Aged,11.5
Cigar City Brewing,5,4,4.5,American Double / Imperial Stout,4.5,Nielsbohrium,10
Cigar City Brewing,4,4.5,4,Russian Imperial Stout,4.5,110K+OT Batch #2 - I.R.I.S. - Cherry Hazelnut Cacao Nib Bourbon Barrel Aged,11.5
Cigar City Brewing,4.5,4,4.5,American Double / Imperial Stout,4,Tim's Oaked Imperial Coffee Stout,11.5
Cigar City Brewing,4.5,4.5,5,Foreign / Export Stout,4.5,Hot Blooded (DUPLICATE),7
Cigar City Brewing,4.5,4,4.5,Russian Imperial Stout,4,Marshal Zhukov's Imperial Stout - Port Oak Aged,11.5
Cigar City Brewing,4.5,4.5,4,American Double / Imperial Stout,5,Marshal Zhukov's Imperial Stout - Zhukov's Penultimate Push,11
Cigar City Brewing,4.5,4.5,4.5,American Double / Imperial Stout,4,Hunahpu's Imperial Stout - Bourbon Barrel Aged,11.5
Cigar City Brewing,4.5,4.5,4.5,American Wild Ale,5,Vuja De - Red Wine Barrel Aged,9.96
Cigar City Brewing,4.5,4.5,5,Russian Imperial Stout,5,Marshal Zhukov's Imperial Stout - 4 Roses Aged,11.5
Cigar City Brewing,4.5,4,4,American Double / Imperial Stout,4.5,Hunahpu's Imperial Stout - Rum Barrel Aged,11.5
Cigar City Brewing,4,4,3,American Wild Ale,4.5,Wild Guava Lychee Sour Saison,
Cigar City Brewing,4,4,4,Foreign / Export Stout,4,Hot Blooded Foreign Stout,7
Cigar City Brewing,4.5,4.5,4,American Double / Imperial Stout,4,Dirac  - Oak Aged,10
Huisbrouwerij Boelens,4.5,4.5,5,Flanders Red Ale,4.5,Heerenbier,8.5
Sound Brewery,4,4,5,American Double / Imperial IPA,4,Humulo Nimbus,8.5
Southern Tier Brewing Company,4.5,4,3,American Double / Imperial Stout,5,Choklat,11
Southern Tier Brewing Company,4,3.5,3,American Double / Imperial IPA,3.5,Hoppe (Imperial Extra Pale Ale),8
Southern Tier Brewing Company,4,4,4,American Double / Imperial Stout,4.5,Oat (Imperial Oatmeal Stout),11
Southern Tier Brewing Company,4.5,4,5,American Double / Imperial Stout,4.5,Mokah,11.2
Bear Republic Brewing Co.,4,4,4,American Double / Imperial Stout,4.5,Big Bear Black Stout,8.1
Southern Tier Brewing Company,4,4,4,American Double / Imperial Stout,4,Jahva (Imperial Coffee Stout),10.4
Southern Tier Brewing Company,4,4,4,American Black Ale,4.5,Iniquity (Imperial Black Ale),9
Long Trail Brewing Co.,4,4.5,5,American Double / Imperial IPA,4.5,Double IPA (Brewmaster Series),8.6
Bear Republic Brewing Co.,4,3.5,4,American Double / Imperial IPA,3.5,Racer X,9
AleSmith Brewing Company,5,4,4,American Double / Imperial Stout,5,AleSmith Speedway Stout,12
Bear Republic Brewing Co.,4,4,4,American Double / Imperial IPA,4.5,11,8.3
Bear Republic Brewing Co.,5,4.5,4.5,American Double / Imperial IPA,4,Apex,7.5
Bear Republic Brewing Co.,4,3.5,4,American Black Ale,4,Monkey High Five,7.6
Bear Republic Brewing Co.,4,4,3.5,American Double / Imperial IPA,4,Ken & John's DIPA,10
Bear Republic Brewing Co.,4.5,4.5,4.5,American Double / Imperial Stout,5,Barrel Aged Old Baba Yaga,11.5
Bear Republic Brewing Co.,4,4,4,American Wild Ale,4,Cuvee De Bubba,
Bear Republic Brewing Co.,4,4,4,Belgian IPA,4,Barrel Aged Ryevalry,8.3
Bear Republic Brewing Co.,4,3.5,4,American Double / Imperial IPA,3.5,Double Rocket,9.2
Bear Republic Brewing Co.,4.5,4.5,4,American Double / Imperial IPA,4.5,Cafe Racer 15,8.5
Bear Republic Brewing Co.,5,4.5,4,American Barleywine,5,Batch 1092,9.5
Bear Republic Brewing Co.,4,4.5,4.5,American Wild Ale,4.5,Sotoyome Amber,7
Bear Republic Brewing Co.,4,4,3.5,American Black Ale,3.5,Black Racer,
Bear Republic Brewing Co.,4.5,3,4,Baltic Porter,4,Red Leader,5.9
Bear Republic Brewing Co.,4,3.5,4,American Double / Imperial Stout,4,Oat Wheat Stout,9.5
Bear Republic Brewing Co.,4,3,3.5,American Double / Imperial IPA,3.5,Five Zero,7.7
Blue Hills Brewery,4,4,4,American Double / Imperial IPA,4,Imperial Red I.P.A.,9
Arbor Brewing Company,4.5,4,3.5,American Wild Ale,4.5,Arbor Brewing Velvet Hammer,8
Arbor Brewing Company,4.5,4.5,4,American Wild Ale,5,Arbor Brewing Special Reserve 2005,9
Arbor Brewing Company,4,4,4.5,Russian Imperial Stout,4.5,Arbor Brewing Steamroller Russian Imperial Stout,10
Arbor Brewing Company,4,4.5,4,Baltic Porter,4.5,Arbor Brewing Pivo Baltic Porter,7.5
Arbor Brewing Company,4,4.5,4,American Wild Ale,4,Arbor Brewing Special Reserve 2004,
Arbor Brewing Company,4,3,3,American Double / Imperial IPA,3.5,Arbor Brewing Larry Hoppe Imperial IPA,9
Arbor Brewing Company,4,4,3.5,Foreign / Export Stout,4,Arbor Brewing St. Pat's Strong Stout,7
Arbor Brewing Company,4,3.5,4,American Wild Ale,3.5,Arbor Brewing Demetrius,7.5
Arbor Brewing Company,4.5,4,4,American Double / Imperial IPA,4.5,Arbor Brewing Aurora Arborealis,7.6
Arbor Brewing Company,4,3.5,3,American Wild Ale,4.5,Framboozled (Sour Series),
Sweetwater Tavern & Brewery,4.5,3.5,4.5,Russian Imperial Stout,4.5,High Desert Imperial Stout,10.8
Sweetwater Tavern & Brewery,4,4.5,4.5,American Double / Imperial Stout,5,Oak Aged Imperial Stout,10
Sweetwater Tavern & Brewery,4,3.5,3.5,American Barleywine,4,Road Kill Barleywine Style Ale,
Bootleg Brewery,4,4,4,American Black Ale,4,Bootleg Black Market Ale,5.6
